userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000275176	ACACA	acetyl-CoA carboxylase alpha	31	https://www.ncbi.nlm.nih.gov/gene/?term=31
ENSG00000278540	ACACA	acetyl-CoA carboxylase alpha	31	https://www.ncbi.nlm.nih.gov/gene/?term=31
ENSG00000138071	ACTR2	actin related protein 2	10097	https://www.ncbi.nlm.nih.gov/gene/?term=10097
ENSG00000115091	ACTR3	actin related protein 3	10096	https://www.ncbi.nlm.nih.gov/gene/?term=10096
ENSG00000078295	ADCY2	adenylate cyclase 2	108	https://www.ncbi.nlm.nih.gov/gene/?term=108
ENSG00000142208	AKT1	AKT serine/threonine kinase 1	207	https://www.ncbi.nlm.nih.gov/gene/?term=207
ENSG00000204673	AKT1S1	AKT1 substrate 1	84335	https://www.ncbi.nlm.nih.gov/gene/?term=84335
ENSG00000161203	AP2M1	adaptor related protein complex 2 subunit mu 1	1173	https://www.ncbi.nlm.nih.gov/gene/?term=1173
ENSG00000143761	ARF1	ADP ribosylation factor 1	375	https://www.ncbi.nlm.nih.gov/gene/?term=375
ENSG00000141522	ARHGDIA	Rho GDP dissociation inhibitor alpha	396	https://www.ncbi.nlm.nih.gov/gene/?term=396
ENSG00000111229	ARPC3	actin related protein 2/3 complex subunit 3	10094	https://www.ncbi.nlm.nih.gov/gene/?term=10094
ENSG00000123268	ATF1	activating transcription factor 1	466	https://www.ncbi.nlm.nih.gov/gene/?term=466
ENSG00000135932	CAB39	calcium binding protein 39	51719	https://www.ncbi.nlm.nih.gov/gene/?term=51719
ENSG00000102547	CAB39L	calcium binding protein 39 like	81617	https://www.ncbi.nlm.nih.gov/gene/?term=81617
ENSG00000179218	CALR	calreticulin	811	https://www.ncbi.nlm.nih.gov/gene/?term=811
ENSG00000152495	CAMK4	calcium/calmodulin dependent protein kinase IV	814	https://www.ncbi.nlm.nih.gov/gene/?term=814
ENSG00000170312	CDK1	cyclin dependent kinase 1	983	https://www.ncbi.nlm.nih.gov/gene/?term=983
ENSG00000123374	CDK2	cyclin dependent kinase 2	1017	https://www.ncbi.nlm.nih.gov/gene/?term=1017
ENSG00000135446	CDK4	cyclin dependent kinase 4	1019	https://www.ncbi.nlm.nih.gov/gene/?term=1019
ENSG00000124762	CDKN1A	cyclin dependent kinase inhibitor 1A	1026	https://www.ncbi.nlm.nih.gov/gene/?term=1026
ENSG00000111276	CDKN1B	cyclin dependent kinase inhibitor 1B	1027	https://www.ncbi.nlm.nih.gov/gene/?term=1027
ENSG00000172757	CFL1	cofilin 1	1072	https://www.ncbi.nlm.nih.gov/gene/?term=1072
ENSG00000141367	CLTC	clathrin heavy chain	1213	https://www.ncbi.nlm.nih.gov/gene/?term=1213
ENSG00000204435	CSNK2B	casein kinase 2 beta	1460	https://www.ncbi.nlm.nih.gov/gene/?term=1460
ENSG00000206406	CSNK2B	casein kinase 2 beta	1460	https://www.ncbi.nlm.nih.gov/gene/?term=1460
ENSG00000224398	CSNK2B	casein kinase 2 beta	1460	https://www.ncbi.nlm.nih.gov/gene/?term=1460
ENSG00000224774	CSNK2B	casein kinase 2 beta	1460	https://www.ncbi.nlm.nih.gov/gene/?term=1460
ENSG00000228875	CSNK2B	casein kinase 2 beta	1460	https://www.ncbi.nlm.nih.gov/gene/?term=1460
ENSG00000230700	CSNK2B	casein kinase 2 beta	1460	https://www.ncbi.nlm.nih.gov/gene/?term=1460
ENSG00000232960	CSNK2B	casein kinase 2 beta	1460	https://www.ncbi.nlm.nih.gov/gene/?term=1460
ENSG00000121966	CXCR4	C-X-C motif chemokine receptor 4	7852	https://www.ncbi.nlm.nih.gov/gene/?term=7852
ENSG00000070190	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1	27071	https://www.ncbi.nlm.nih.gov/gene/?term=27071
ENSG00000175197	DDIT3	DNA damage inducible transcript 3	1649	https://www.ncbi.nlm.nih.gov/gene/?term=1649
ENSG00000108861	DUSP3	dual specificity phosphatase 3	1845	https://www.ncbi.nlm.nih.gov/gene/?term=1845
ENSG00000101412	E2F1	E2F transcription factor 1	1869	https://www.ncbi.nlm.nih.gov/gene/?term=1869
ENSG00000130159	ECSIT	ECSIT signalling integrator	51295	https://www.ncbi.nlm.nih.gov/gene/?term=51295
ENSG00000146648	EGFR	epidermal growth factor receptor	1956	https://www.ncbi.nlm.nih.gov/gene/?term=1956
