userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000165029	ABCA1	ATP binding cassette subfamily A member 1	19	https://www.ncbi.nlm.nih.gov/gene/?term=19
ENSG00000107331	ABCA2	ATP binding cassette subfamily A member 2	20	https://www.ncbi.nlm.nih.gov/gene/?term=20
ENSG00000167972	ABCA3	ATP binding cassette subfamily A member 3	21	https://www.ncbi.nlm.nih.gov/gene/?term=21
ENSG00000198691	ABCA4	ATP binding cassette subfamily A member 4	24	https://www.ncbi.nlm.nih.gov/gene/?term=24
ENSG00000154265	ABCA5	ATP binding cassette subfamily A member 5	23461	https://www.ncbi.nlm.nih.gov/gene/?term=23461
ENSG00000154262	ABCA6	ATP binding cassette subfamily A member 6	23460	https://www.ncbi.nlm.nih.gov/gene/?term=23460
ENSG00000141338	ABCA8	ATP binding cassette subfamily A member 8	10351	https://www.ncbi.nlm.nih.gov/gene/?term=10351
ENSG00000154258	ABCA9	ATP binding cassette subfamily A member 9	10350	https://www.ncbi.nlm.nih.gov/gene/?term=10350
ENSG00000101986	ABCD1	ATP binding cassette subfamily D member 1	215	https://www.ncbi.nlm.nih.gov/gene/?term=215
ENSG00000173208	ABCD2	ATP binding cassette subfamily D member 2	225	https://www.ncbi.nlm.nih.gov/gene/?term=225
ENSG00000117528	ABCD3	ATP binding cassette subfamily D member 3	5825	https://www.ncbi.nlm.nih.gov/gene/?term=5825
ENSG00000172350	ABCG4	ATP binding cassette subfamily G member 4	64137	https://www.ncbi.nlm.nih.gov/gene/?term=64137
ENSG00000143921	ABCG8	ATP binding cassette subfamily G member 8	64241	https://www.ncbi.nlm.nih.gov/gene/?term=64241
ENSG00000151726	ACSL1	acyl-CoA synthetase long chain family member 1	2180	https://www.ncbi.nlm.nih.gov/gene/?term=2180
ENSG00000197142	ACSL5	acyl-CoA synthetase long chain family member 5	51703	https://www.ncbi.nlm.nih.gov/gene/?term=51703
ENSG00000172482	AGXT	alanine--glyoxylate and serine--pyruvate aminotransferase	189	https://www.ncbi.nlm.nih.gov/gene/?term=189
