userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000167972	ABCA3	ATP binding cassette subfamily A member 3	21	https://www.ncbi.nlm.nih.gov/gene/?term=21
ENSG00000140526	ABHD2	abhydrolase domain containing 2	11057	https://www.ncbi.nlm.nih.gov/gene/?term=11057
ENSG00000168306	ACOX2	acyl-CoA oxidase 2	8309	https://www.ncbi.nlm.nih.gov/gene/?term=8309
ENSG00000148700	ADD3	adducin 3	120	https://www.ncbi.nlm.nih.gov/gene/?term=120
ENSG00000172493	AFF1	AF4/FMR2 family member 1	4299	https://www.ncbi.nlm.nih.gov/gene/?term=4299
ENSG00000106541	AGR2	anterior gradient 2, protein disulphide isomerase family member	10551	https://www.ncbi.nlm.nih.gov/gene/?term=10551
ENSG00000072210	ALDH3A2	aldehyde dehydrogenase 3 family member A2	224	https://www.ncbi.nlm.nih.gov/gene/?term=224
ENSG00000006534	ALDH3B1	aldehyde dehydrogenase 3 family member B1	221	https://www.ncbi.nlm.nih.gov/gene/?term=221
ENSG00000159461	AMFR	autocrine motility factor receptor	267	https://www.ncbi.nlm.nih.gov/gene/?term=267
ENSG00000143412	ANXA9	annexin A9	8416	https://www.ncbi.nlm.nih.gov/gene/?term=8416
ENSG00000109321	AREG	amphiregulin	374	https://www.ncbi.nlm.nih.gov/gene/?term=374
ENSG00000138175	ARL3	ADP ribosylation factor like GTPase 3	403	https://www.ncbi.nlm.nih.gov/gene/?term=403
ENSG00000139352	ASCL1	achaete-scute family bHLH transcription factor 1	429	https://www.ncbi.nlm.nih.gov/gene/?term=429
ENSG00000130707	ASS1	argininosuccinate synthase 1	445	https://www.ncbi.nlm.nih.gov/gene/?term=445
ENSG00000058668	ATP2B4	ATPase plasma membrane Ca2+ transporting 4	493	https://www.ncbi.nlm.nih.gov/gene/?term=493
ENSG00000107262	BAG1	BCL2 associated athanogene 1	573	https://www.ncbi.nlm.nih.gov/gene/?term=573
ENSG00000156127	BATF	basic leucine zipper ATF-like transcription factor	10538	https://www.ncbi.nlm.nih.gov/gene/?term=10538
ENSG00000171791	BCL2	BCL2, apoptosis regulator	596	https://www.ncbi.nlm.nih.gov/gene/?term=596
ENSG00000090013	BLVRB	biliverdin reductase B	645	https://www.ncbi.nlm.nih.gov/gene/?term=645
ENSG00000154640	BTG3	BTG anti-proliferation factor 3	10950	https://www.ncbi.nlm.nih.gov/gene/?term=10950
ENSG00000281484	BTG3	BTG anti-proliferation factor 3	10950	https://www.ncbi.nlm.nih.gov/gene/?term=10950
ENSG00000074410	CA12	carbonic anhydrase 12	771	https://www.ncbi.nlm.nih.gov/gene/?term=771
ENSG00000104267	CA2	carbonic anhydrase 2	760	https://www.ncbi.nlm.nih.gov/gene/?term=760
ENSG00000007402	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2	9254	https://www.ncbi.nlm.nih.gov/gene/?term=9254
ENSG00000004948	CALCR	calcitonin receptor	799	https://www.ncbi.nlm.nih.gov/gene/?term=799
ENSG00000105974	CAV1	caveolin 1	857	https://www.ncbi.nlm.nih.gov/gene/?term=857
ENSG00000133101	CCNA1	cyclin A1	8900	https://www.ncbi.nlm.nih.gov/gene/?term=8900
ENSG00000110092	CCND1	cyclin D1	595	https://www.ncbi.nlm.nih.gov/gene/?term=595
ENSG00000026508	CD44	CD44 molecule (Indian blood group)	960	https://www.ncbi.nlm.nih.gov/gene/?term=960
ENSG00000010278	CD9	CD9 molecule	928	https://www.ncbi.nlm.nih.gov/gene/?term=928
ENSG00000117399	CDC20	cell division cycle 20	991	https://www.ncbi.nlm.nih.gov/gene/?term=991
ENSG00000094804	CDC6	cell division cycle 6	990	https://www.ncbi.nlm.nih.gov/gene/?term=990
ENSG00000039068	CDH1	cadherin 1	999	https://www.ncbi.nlm.nih.gov/gene/?term=999
ENSG00000143126	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2	1952	https://www.ncbi.nlm.nih.gov/gene/?term=1952
ENSG00000111666	CHPT1	choline phosphotransferase 1	56994	https://www.ncbi.nlm.nih.gov/gene/?term=56994
ENSG00000124302	CHST8	carbohydrate sulfotransferase 8	64377	https://www.ncbi.nlm.nih.gov/gene/?term=64377
ENSG00000114737	CISH	cytokine inducible SH2 containing protein	1154	https://www.ncbi.nlm.nih.gov/gene/?term=1154
ENSG00000166165	CKB	creatine kinase B	1152	https://www.ncbi.nlm.nih.gov/gene/?term=1152
ENSG00000169583	CLIC3	chloride intracellular channel 3	9022	https://www.ncbi.nlm.nih.gov/gene/?term=9022
ENSG00000164919	COX6C	cytochrome c oxidase subunit 6C	1345	https://www.ncbi.nlm.nih.gov/gene/?term=1345
ENSG00000109472	CPE	carboxypeptidase E	1363	https://www.ncbi.nlm.nih.gov/gene/?term=1363
ENSG00000107562	CXCL12	C-X-C motif chemokine ligand 12	6387	https://www.ncbi.nlm.nih.gov/gene/?term=6387
ENSG00000145824	CXCL14	C-X-C motif chemokine ligand 14	9547	https://www.ncbi.nlm.nih.gov/gene/?term=9547
ENSG00000003137	CYP26B1	cytochrome P450 family 26 subfamily B member 1	56603	https://www.ncbi.nlm.nih.gov/gene/?term=56603
ENSG00000171903	CYP4F11	cytochrome P450 family 4 subfamily F member 11	57834	https://www.ncbi.nlm.nih.gov/gene/?term=57834
ENSG00000169738	DCXR	dicarbonyl and L-xylulose reductase	51181	https://www.ncbi.nlm.nih.gov/gene/?term=51181
ENSG00000172893	DHCR7	7-dehydrocholesterol reductase	1717	https://www.ncbi.nlm.nih.gov/gene/?term=1717
ENSG00000100867	DHRS2	dehydrogenase/reductase 2	10202	https://www.ncbi.nlm.nih.gov/gene/?term=10202
ENSG00000151208	DLG5	discs large MAGUK scaffold protein 5	9231	https://www.ncbi.nlm.nih.gov/gene/?term=9231
ENSG00000274429	DLG5	discs large MAGUK scaffold protein 5	9231	https://www.ncbi.nlm.nih.gov/gene/?term=9231
ENSG00000136770	DNAJC1	DnaJ heat shock protein family (Hsp40) member C1	64215	https://www.ncbi.nlm.nih.gov/gene/?term=64215
ENSG00000108176	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12	56521	https://www.ncbi.nlm.nih.gov/gene/?term=56521
ENSG00000158050	DUSP2	dual specificity phosphatase 2	1844	https://www.ncbi.nlm.nih.gov/gene/?term=1844
ENSG00000165169	DYNLT3	dynein light chain Tctex-type 3	6990	https://www.ncbi.nlm.nih.gov/gene/?term=6990
ENSG00000179388	EGR3	early growth response 3	1960	https://www.ncbi.nlm.nih.gov/gene/?term=1960
ENSG00000012660	ELOVL5	ELOVL fatty acid elongase 5	60481	https://www.ncbi.nlm.nih.gov/gene/?term=60481
ENSG00000213853	EMP2	epithelial membrane protein 2	2013	https://www.ncbi.nlm.nih.gov/gene/?term=2013
ENSG00000105379	ETFB	electron transfer flavoprotein subunit beta	2109	https://www.ncbi.nlm.nih.gov/gene/?term=2109
ENSG00000164687	FABP5	fatty acid binding protein 5	2171	https://www.ncbi.nlm.nih.gov/gene/?term=2171
ENSG00000167106	FAM102A	family with sequence similarity 102 member A	399665	https://www.ncbi.nlm.nih.gov/gene/?term=399665
ENSG00000152767	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	10160	https://www.ncbi.nlm.nih.gov/gene/?term=10160
ENSG00000079459	FDFT1	farnesyl-diphosphate farnesyltransferase 1	2222	https://www.ncbi.nlm.nih.gov/gene/?term=2222
ENSG00000068078	FGFR3	fibroblast growth factor receptor 3	2261	https://www.ncbi.nlm.nih.gov/gene/?term=2261
ENSG00000004478	FKBP4	FKBP prolyl isomerase 4	2288	https://www.ncbi.nlm.nih.gov/gene/?term=2288
ENSG00000096060	FKBP5	FKBP prolyl isomerase 5	2289	https://www.ncbi.nlm.nih.gov/gene/?term=2289
ENSG00000136068	FLNB	filamin B	2317	https://www.ncbi.nlm.nih.gov/gene/?term=2317
ENSG00000170345	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	2353	https://www.ncbi.nlm.nih.gov/gene/?term=2353
ENSG00000054598	FOXC1	forkhead box C1	2296	https://www.ncbi.nlm.nih.gov/gene/?term=2296
ENSG00000111816	FRK	fyn related Src family tyrosine kinase	2444	https://www.ncbi.nlm.nih.gov/gene/?term=2444
ENSG00000069482	GAL	galanin and GMAP prepropeptide	51083	https://www.ncbi.nlm.nih.gov/gene/?term=51083
ENSG00000117308	GALE	UDP-galactose-4-epimerase	2582	https://www.ncbi.nlm.nih.gov/gene/?term=2582
ENSG00000131153	GINS2	GINS complex subunit 2	51659	https://www.ncbi.nlm.nih.gov/gene/?term=51659
ENSG00000188910	GJB3	gap junction protein beta 3	2707	https://www.ncbi.nlm.nih.gov/gene/?term=2707
ENSG00000102393	GLA	galactosidase alpha	2717	https://www.ncbi.nlm.nih.gov/gene/?term=2717
ENSG00000134240	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2	3158	https://www.ncbi.nlm.nih.gov/gene/?term=3158
ENSG00000103942	HOMER2	homer scaffold protein 2	9455	https://www.ncbi.nlm.nih.gov/gene/?term=9455
ENSG00000165704	HPRT1	hypoxanthine phosphoribosyltransferase 1	3251	https://www.ncbi.nlm.nih.gov/gene/?term=3251
ENSG00000168453	HR	HR, lysine demethylase and nuclear receptor corepressor	55806	https://www.ncbi.nlm.nih.gov/gene/?term=55806
ENSG00000164070	HSPA4L	heat shock protein family A (Hsp70) member 4 like	22824	https://www.ncbi.nlm.nih.gov/gene/?term=22824
