userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000137845	ADAM10	ADAM metallopeptidase domain 10	102	https://www.ncbi.nlm.nih.gov/gene/?term=102
ENSG00000006831	ADIPOR2	adiponectin receptor 2	79602	https://www.ncbi.nlm.nih.gov/gene/?term=79602
ENSG00000169129	AFAP1L2	actin filament associated protein 1 like 2	84632	https://www.ncbi.nlm.nih.gov/gene/?term=84632
ENSG00000112297	CRYBG1	crystallin beta-gamma domain containing 1	202	https://www.ncbi.nlm.nih.gov/gene/?term=202
ENSG00000118507	AKAP7	A-kinase anchoring protein 7	9465	https://www.ncbi.nlm.nih.gov/gene/?term=9465
ENSG00000142192	APP	amyloid beta precursor protein	351	https://www.ncbi.nlm.nih.gov/gene/?term=351
ENSG00000105929	ATP6V0A4	ATPase H+ transporting V0 subunit a4	50617	https://www.ncbi.nlm.nih.gov/gene/?term=50617
ENSG00000081923	ATP8B1	ATPase phospholipid transporting 8B1	5205	https://www.ncbi.nlm.nih.gov/gene/?term=5205
ENSG00000086062	B4GALT1	beta-1,4-galactosyltransferase 1	2683	https://www.ncbi.nlm.nih.gov/gene/?term=2683
ENSG00000012048	BRCA1	BRCA1, DNA repair associated	672	https://www.ncbi.nlm.nih.gov/gene/?term=672
ENSG00000117281	CD160	CD160 molecule	11126	https://www.ncbi.nlm.nih.gov/gene/?term=11126
ENSG00000058453	CROCC	ciliary rootlet coiled-coil, rootletin	9696	https://www.ncbi.nlm.nih.gov/gene/?term=9696
ENSG00000006210	CX3CL1	C-X3-C motif chemokine ligand 1	6376	https://www.ncbi.nlm.nih.gov/gene/?term=6376
ENSG00000057019	DCBLD2	discoidin, CUB and LCCL domain containing 2	131566	https://www.ncbi.nlm.nih.gov/gene/?term=131566
ENSG00000184349	EFNA5	ephrin A5	1946	https://www.ncbi.nlm.nih.gov/gene/?term=1946
ENSG00000196411	EPHB4	EPH receptor B4	2050	https://www.ncbi.nlm.nih.gov/gene/?term=2050
ENSG00000132589	FLOT2	flotillin 2	2319	https://www.ncbi.nlm.nih.gov/gene/?term=2319
ENSG00000180447	GAS1	growth arrest specific 1	2619	https://www.ncbi.nlm.nih.gov/gene/?term=2619
ENSG00000107485	GATA3	GATA binding protein 3	2625	https://www.ncbi.nlm.nih.gov/gene/?term=2625
ENSG00000157017	GHRL	ghrelin and obestatin prepropeptide	51738	https://www.ncbi.nlm.nih.gov/gene/?term=51738
ENSG00000134202	GSTM3	glutathione S-transferase mu 3	2947	https://www.ncbi.nlm.nih.gov/gene/?term=2947
ENSG00000106211	HSPB1	heat shock protein family B (small) member 1	3315	https://www.ncbi.nlm.nih.gov/gene/?term=3315
ENSG00000100385	IL2RB	interleukin 2 receptor subunit beta	3560	https://www.ncbi.nlm.nih.gov/gene/?term=3560
ENSG00000147168	IL2RG	interleukin 2 receptor subunit gamma	3561	https://www.ncbi.nlm.nih.gov/gene/?term=3561
ENSG00000254087	LYN	LYN proto-oncogene, Src family tyrosine kinase	4067	https://www.ncbi.nlm.nih.gov/gene/?term=4067
ENSG00000124466	LYPD3	LY6/PLAUR domain containing 3	27076	https://www.ncbi.nlm.nih.gov/gene/?term=27076
ENSG00000172005	MAL	mal, T cell differentiation protein	4118	https://www.ncbi.nlm.nih.gov/gene/?term=4118
ENSG00000112139	MDGA1	MAM domain containing glycosylphosphatidylinositol anchor 1	266727	https://www.ncbi.nlm.nih.gov/gene/?term=266727
ENSG00000198646	NCOA6	nuclear receptor coactivator 6	23054	https://www.ncbi.nlm.nih.gov/gene/?term=23054
ENSG00000162631	NTNG1	netrin G1	22854	https://www.ncbi.nlm.nih.gov/gene/?term=22854
ENSG00000169174	PCSK9	proprotein convertase subtilisin/kexin type 9	255738	https://www.ncbi.nlm.nih.gov/gene/?term=255738
ENSG00000170927	PKHD1	PKHD1, fibrocystin/polyductin	5314	https://www.ncbi.nlm.nih.gov/gene/?term=5314
ENSG00000011422	PLAUR	plasminogen activator, urokinase receptor	5329	https://www.ncbi.nlm.nih.gov/gene/?term=5329
ENSG00000140519	RHCG	Rh family C glycoprotein	51458	https://www.ncbi.nlm.nih.gov/gene/?term=51458
ENSG00000185924	RTN4RL1	reticulon 4 receptor like 1	146760	https://www.ncbi.nlm.nih.gov/gene/?term=146760
ENSG00000159307	SCUBE1	signal peptide, CUB domain and EGF like domain containing 1	80274	https://www.ncbi.nlm.nih.gov/gene/?term=80274
ENSG00000146950	SHROOM2	shroom family member 2	357	https://www.ncbi.nlm.nih.gov/gene/?term=357
ENSG00000197891	SLC22A12	solute carrier family 22 member 12	116085	https://www.ncbi.nlm.nih.gov/gene/?term=116085
ENSG00000181856	SLC2A4	solute carrier family 2 member 4	6517	https://www.ncbi.nlm.nih.gov/gene/?term=6517
ENSG00000198569	SLC34A3	solute carrier family 34 member 3	142680	https://www.ncbi.nlm.nih.gov/gene/?term=142680
ENSG00000101955	SRPX	sushi repeat containing protein X-linked	8406	https://www.ncbi.nlm.nih.gov/gene/?term=8406
ENSG00000196562	SULF2	sulfatase 2	55959	https://www.ncbi.nlm.nih.gov/gene/?term=55959
ENSG00000154096	THY1	Thy-1 cell surface antigen	7070	https://www.ncbi.nlm.nih.gov/gene/?term=7070
ENSG00000137103	TMEM8B	transmembrane protein 8B	51754	https://www.ncbi.nlm.nih.gov/gene/?term=51754
