userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000165029	ABCA1	ATP binding cassette subfamily A member 1	19	https://www.ncbi.nlm.nih.gov/gene/?term=19
ENSG00000136754	ABI1	abl interactor 1	10006	https://www.ncbi.nlm.nih.gov/gene/?term=10006
ENSG00000135503	ACVR1B	activin A receptor type 1B	91	https://www.ncbi.nlm.nih.gov/gene/?term=91
ENSG00000121989	ACVR2A	activin A receptor type 2A	92	https://www.ncbi.nlm.nih.gov/gene/?term=92
ENSG00000148926	ADM	adrenomedullin	133	https://www.ncbi.nlm.nih.gov/gene/?term=133
ENSG00000170425	ADORA2B	adenosine A2b receptor	136	https://www.ncbi.nlm.nih.gov/gene/?term=136
ENSG00000130706	ADRM1	adhesion regulating molecule 1	11047	https://www.ncbi.nlm.nih.gov/gene/?term=11047
ENSG00000106546	AHR	aryl hydrocarbon receptor	196	https://www.ncbi.nlm.nih.gov/gene/?term=196
ENSG00000134817	APLNR	apelin receptor	187	https://www.ncbi.nlm.nih.gov/gene/?term=187
ENSG00000103569	AQP9	aquaporin 9	366	https://www.ncbi.nlm.nih.gov/gene/?term=366
ENSG00000174437	ATP2A2	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2	488	https://www.ncbi.nlm.nih.gov/gene/?term=488
ENSG00000070961	ATP2B1	ATPase plasma membrane Ca2+ transporting 1	490	https://www.ncbi.nlm.nih.gov/gene/?term=490
ENSG00000017260	ATP2C1	ATPase secretory pathway Ca2+ transporting 1	27032	https://www.ncbi.nlm.nih.gov/gene/?term=27032
ENSG00000167601	AXL	AXL receptor tyrosine kinase	558	https://www.ncbi.nlm.nih.gov/gene/?term=558
ENSG00000100739	BDKRB1	bradykinin receptor B1	623	https://www.ncbi.nlm.nih.gov/gene/?term=623
ENSG00000167995	BEST1	bestrophin 1	7439	https://www.ncbi.nlm.nih.gov/gene/?term=7439
ENSG00000130303	BST2	bone marrow stromal cell antigen 2	684	https://www.ncbi.nlm.nih.gov/gene/?term=684
ENSG00000159388	BTG2	BTG anti-proliferation factor 2	7832	https://www.ncbi.nlm.nih.gov/gene/?term=7832
ENSG00000171860	C3AR1	complement C3a receptor 1	719	https://www.ncbi.nlm.nih.gov/gene/?term=719
ENSG00000197405	C5AR1	complement C5a receptor 1	728	https://www.ncbi.nlm.nih.gov/gene/?term=728
ENSG00000064989	CALCRL	calcitonin receptor like receptor	10203	https://www.ncbi.nlm.nih.gov/gene/?term=10203
ENSG00000102970	CCL17	C-C motif chemokine ligand 17	6361	https://www.ncbi.nlm.nih.gov/gene/?term=6361
ENSG00000108691	CCL2	C-C motif chemokine ligand 2	6347	https://www.ncbi.nlm.nih.gov/gene/?term=6347
ENSG00000115009	CCL20	C-C motif chemokine ligand 20	6364	https://www.ncbi.nlm.nih.gov/gene/?term=6364
ENSG00000102962	CCL22	C-C motif chemokine ligand 22	6367	https://www.ncbi.nlm.nih.gov/gene/?term=6367
ENSG00000106178	CCL24	C-C motif chemokine ligand 24	6369	https://www.ncbi.nlm.nih.gov/gene/?term=6369
ENSG00000271503	CCL5	C-C motif chemokine ligand 5	6352	https://www.ncbi.nlm.nih.gov/gene/?term=6352
