userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000097007	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase	25	https://www.ncbi.nlm.nih.gov/gene/?term=25
ENSG00000123505	AMD1	adenosylmethionine decarboxylase 1	262	https://www.ncbi.nlm.nih.gov/gene/?term=262
ENSG00000032219	ARID4A	AT-rich interaction domain 4A	5926	https://www.ncbi.nlm.nih.gov/gene/?term=5926
ENSG00000169136	ATF5	activating transcription factor 5	22809	https://www.ncbi.nlm.nih.gov/gene/?term=22809
ENSG00000085224	ATRX	ATRX, chromatin remodeler	546	https://www.ncbi.nlm.nih.gov/gene/?term=546
ENSG00000087586	AURKA	aurora kinase A	6790	https://www.ncbi.nlm.nih.gov/gene/?term=6790
ENSG00000178999	AURKB	aurora kinase B	9212	https://www.ncbi.nlm.nih.gov/gene/?term=9212
ENSG00000138376	BARD1	BRCA1 associated RING domain 1	580	https://www.ncbi.nlm.nih.gov/gene/?term=580
ENSG00000069399	BCL3	BCL3, transcription coactivator	602	https://www.ncbi.nlm.nih.gov/gene/?term=602
ENSG00000089685	BIRC5	baculoviral IAP repeat containing 5	332	https://www.ncbi.nlm.nih.gov/gene/?term=332
ENSG00000139618	BRCA2	BRCA2, DNA repair associated	675	https://www.ncbi.nlm.nih.gov/gene/?term=675
ENSG00000169679	BUB1	BUB1 mitotic checkpoint serine/threonine kinase	699	https://www.ncbi.nlm.nih.gov/gene/?term=699
ENSG00000154473	BUB3	BUB3, mitotic checkpoint protein	9184	https://www.ncbi.nlm.nih.gov/gene/?term=9184
ENSG00000118412	CASP8AP2	caspase 8 associated protein 2	9994	https://www.ncbi.nlm.nih.gov/gene/?term=9994
ENSG00000108468	CBX1	chromobox 1	10951	https://www.ncbi.nlm.nih.gov/gene/?term=10951
ENSG00000145386	CCNA2	cyclin A2	890	https://www.ncbi.nlm.nih.gov/gene/?term=890
ENSG00000157456	CCNB2	cyclin B2	9133	https://www.ncbi.nlm.nih.gov/gene/?term=9133
ENSG00000110092	CCND1	cyclin D1	595	https://www.ncbi.nlm.nih.gov/gene/?term=595
ENSG00000162063	CCNF	cyclin F	899	https://www.ncbi.nlm.nih.gov/gene/?term=899
ENSG00000129315	CCNT1	cyclin T1	904	https://www.ncbi.nlm.nih.gov/gene/?term=904
ENSG00000117399	CDC20	cell division cycle 20	991	https://www.ncbi.nlm.nih.gov/gene/?term=991
ENSG00000164045	CDC25A	cell division cycle 25A	993	https://www.ncbi.nlm.nih.gov/gene/?term=993
ENSG00000101224	CDC25B	cell division cycle 25B	994	https://www.ncbi.nlm.nih.gov/gene/?term=994
ENSG00000004897	CDC27	cell division cycle 27	996	https://www.ncbi.nlm.nih.gov/gene/?term=996
ENSG00000093009	CDC45	cell division cycle 45	8318	https://www.ncbi.nlm.nih.gov/gene/?term=8318
ENSG00000094804	CDC6	cell division cycle 6	990	https://www.ncbi.nlm.nih.gov/gene/?term=990
ENSG00000097046	CDC7	cell division cycle 7	8317	https://www.ncbi.nlm.nih.gov/gene/?term=8317
ENSG00000170312	CDK1	cyclin dependent kinase 1	983	https://www.ncbi.nlm.nih.gov/gene/?term=983
ENSG00000135446	CDK4	cyclin dependent kinase 4	1019	https://www.ncbi.nlm.nih.gov/gene/?term=1019
ENSG00000111276	CDKN1B	cyclin dependent kinase inhibitor 1B	1027	https://www.ncbi.nlm.nih.gov/gene/?term=1027
ENSG00000123080	CDKN2C	cyclin dependent kinase inhibitor 2C	1031	https://www.ncbi.nlm.nih.gov/gene/?term=1031
ENSG00000100526	CDKN3	cyclin dependent kinase inhibitor 3	1033	https://www.ncbi.nlm.nih.gov/gene/?term=1033
ENSG00000115163	CENPA	centromere protein A	1058	https://www.ncbi.nlm.nih.gov/gene/?term=1058
ENSG00000138778	CENPE	centromere protein E	1062	https://www.ncbi.nlm.nih.gov/gene/?term=1062
ENSG00000117724	CENPF	centromere protein F	1063	https://www.ncbi.nlm.nih.gov/gene/?term=1063
ENSG00000167670	CHAF1A	chromatin assembly factor 1 subunit A	10036	https://www.ncbi.nlm.nih.gov/gene/?term=10036
ENSG00000149554	CHEK1	checkpoint kinase 1	1111	https://www.ncbi.nlm.nih.gov/gene/?term=1111
ENSG00000131165	CHMP1A	charged multivesicular body protein 1A	5119	https://www.ncbi.nlm.nih.gov/gene/?term=5119
ENSG00000173207	CKS1B	CDC28 protein kinase regulatory subunit 1B	1163	https://www.ncbi.nlm.nih.gov/gene/?term=1163
ENSG00000123975	CKS2	CDC28 protein kinase regulatory subunit 2	1164	https://www.ncbi.nlm.nih.gov/gene/?term=1164
ENSG00000102974	CTCF	CCCTC-binding factor	10664	https://www.ncbi.nlm.nih.gov/gene/?term=10664
ENSG00000055130	CUL1	cullin 1	8454	https://www.ncbi.nlm.nih.gov/gene/?term=8454
ENSG00000036257	CUL3	cullin 3	8452	https://www.ncbi.nlm.nih.gov/gene/?term=8452
ENSG00000139842	CUL4A	cullin 4A	8451	https://www.ncbi.nlm.nih.gov/gene/?term=8451
ENSG00000166266	CUL5	cullin 5	8065	https://www.ncbi.nlm.nih.gov/gene/?term=8065
ENSG00000006634	DBF4	DBF4 zinc finger	10926	https://www.ncbi.nlm.nih.gov/gene/?term=10926
ENSG00000123136	DDX39A	DExD-box helicase 39A	10212	https://www.ncbi.nlm.nih.gov/gene/?term=10212
ENSG00000130826	DKC1	dyskerin pseudouridine synthase 1	1736	https://www.ncbi.nlm.nih.gov/gene/?term=1736
ENSG00000198947	DMD	dystrophin	1756	https://www.ncbi.nlm.nih.gov/gene/?term=1756
ENSG00000117505	DR1	down-regulator of transcription 1	1810	https://www.ncbi.nlm.nih.gov/gene/?term=1810
ENSG00000168393	DTYMK	deoxythymidylate kinase	1841	https://www.ncbi.nlm.nih.gov/gene/?term=1841
ENSG00000101412	E2F1	E2F transcription factor 1	1869	https://www.ncbi.nlm.nih.gov/gene/?term=1869
ENSG00000007968	E2F2	E2F transcription factor 2	1870	https://www.ncbi.nlm.nih.gov/gene/?term=1870
ENSG00000282899	E2F2	E2F transcription factor 2	1870	https://www.ncbi.nlm.nih.gov/gene/?term=1870
ENSG00000112242	E2F3	E2F transcription factor 3	1871	https://www.ncbi.nlm.nih.gov/gene/?term=1871
ENSG00000205250	E2F4	E2F transcription factor 4	1874	https://www.ncbi.nlm.nih.gov/gene/?term=1874
ENSG00000184349	EFNA5	ephrin A5	1946	https://www.ncbi.nlm.nih.gov/gene/?term=1946
ENSG00000138798	EGF	epidermal growth factor	1950	https://www.ncbi.nlm.nih.gov/gene/?term=1950
ENSG00000135476	ESPL1	extra spindle pole bodies like 1, separase	9700	https://www.ncbi.nlm.nih.gov/gene/?term=9700
ENSG00000182944	EWSR1	EWS RNA binding protein 1	2130	https://www.ncbi.nlm.nih.gov/gene/?term=2130
ENSG00000174371	EXO1	exonuclease 1	9156	https://www.ncbi.nlm.nih.gov/gene/?term=9156
ENSG00000106462	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	2146	https://www.ncbi.nlm.nih.gov/gene/?term=2146
ENSG00000158169	FANCC	FA complementation group C	2176	https://www.ncbi.nlm.nih.gov/gene/?term=2176
ENSG00000112029	FBXO5	F-box protein 5	26271	https://www.ncbi.nlm.nih.gov/gene/?term=26271
ENSG00000053254	FOXN3	forkhead box N3	1112	https://www.ncbi.nlm.nih.gov/gene/?term=1112
ENSG00000145907	G3BP1	G3BP stress granule assembly factor 1	10146	https://www.ncbi.nlm.nih.gov/gene/?term=10146
ENSG00000131153	GINS2	GINS complex subunit 2	51659	https://www.ncbi.nlm.nih.gov/gene/?term=51659
ENSG00000103342	GSPT1	G1 to S phase transition 1	2935	https://www.ncbi.nlm.nih.gov/gene/?term=2935
ENSG00000105968	H2AFV	H2A histone family member V	94239	https://www.ncbi.nlm.nih.gov/gene/?term=94239
ENSG00000188486	H2AFX	H2A histone family member X	3014	https://www.ncbi.nlm.nih.gov/gene/?term=3014
ENSG00000164032	H2AFZ	H2A histone family member Z	3015	https://www.ncbi.nlm.nih.gov/gene/?term=3015
