userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000103222	ABCC1	ATP binding cassette subfamily C member 1	4363	https://www.ncbi.nlm.nih.gov/gene/?term=4363
ENSG00000278183	ABCC1	ATP binding cassette subfamily C member 1	4363	https://www.ncbi.nlm.nih.gov/gene/?term=4363
ENSG00000177556	ATOX1	antioxidant 1 copper chaperone	475	https://www.ncbi.nlm.nih.gov/gene/?term=475
ENSG00000121691	CAT	catalase	847	https://www.ncbi.nlm.nih.gov/gene/?term=847
ENSG00000129355	CDKN2D	cyclin dependent kinase inhibitor 2D	1032	https://www.ncbi.nlm.nih.gov/gene/?term=1032
ENSG00000269858	EGLN2	egl-9 family hypoxia inducible factor 2	112398	https://www.ncbi.nlm.nih.gov/gene/?term=112398
ENSG00000104884	ERCC2	ERCC excision repair 2, TFIIH core complex helicase subunit	2068	https://www.ncbi.nlm.nih.gov/gene/?term=2068
ENSG00000182511	FES	FES proto-oncogene, tyrosine kinase	2242	https://www.ncbi.nlm.nih.gov/gene/?term=2242
ENSG00000087086	FTL	ferritin light chain	2512	https://www.ncbi.nlm.nih.gov/gene/?term=2512
ENSG00000160211	G6PD	glucose-6-phosphate dehydrogenase	2539	https://www.ncbi.nlm.nih.gov/gene/?term=2539
ENSG00000001084	GCLC	glutamate-cysteine ligase catalytic subunit	2729	https://www.ncbi.nlm.nih.gov/gene/?term=2729
ENSG00000023909	GCLM	glutamate-cysteine ligase modifier subunit	2730	https://www.ncbi.nlm.nih.gov/gene/?term=2730
ENSG00000173221	GLRX	glutaredoxin	2745	https://www.ncbi.nlm.nih.gov/gene/?term=2745
ENSG00000023572	GLRX2	glutaredoxin 2	51022	https://www.ncbi.nlm.nih.gov/gene/?term=51022
ENSG00000211445	GPX3	glutathione peroxidase 3	2878	https://www.ncbi.nlm.nih.gov/gene/?term=2878
ENSG00000167468	GPX4	glutathione peroxidase 4	2879	https://www.ncbi.nlm.nih.gov/gene/?term=2879
ENSG00000104687	GSR	glutathione-disulfide reductase	2936	https://www.ncbi.nlm.nih.gov/gene/?term=2936
ENSG00000152804	HHEX	hematopoietically expressed homeobox	3087	https://www.ncbi.nlm.nih.gov/gene/?term=3087
ENSG00000103415	HMOX2	heme oxygenase 2	3163	https://www.ncbi.nlm.nih.gov/gene/?term=3163
ENSG00000277424	HMOX2	heme oxygenase 2	3163	https://www.ncbi.nlm.nih.gov/gene/?term=3163
ENSG00000074706	IPCEF1	interaction protein for cytohesin exchange factors 1	26034	https://www.ncbi.nlm.nih.gov/gene/?term=26034
ENSG00000171223	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit	3726	https://www.ncbi.nlm.nih.gov/gene/?term=3726
ENSG00000130592	LSP1	lymphocyte specific protein 1	4046	https://www.ncbi.nlm.nih.gov/gene/?term=4046
ENSG00000197971	MBP	myelin basic protein	4155	https://www.ncbi.nlm.nih.gov/gene/?term=4155
ENSG00000008394	MGST1	microsomal glutathione S-transferase 1	4257	https://www.ncbi.nlm.nih.gov/gene/?term=4257
ENSG00000005381	MPO	myeloperoxidase	4353	https://www.ncbi.nlm.nih.gov/gene/?term=4353
ENSG00000175806	MSRA	methionine sulfoxide reductase A	4482	https://www.ncbi.nlm.nih.gov/gene/?term=4482
ENSG00000184983	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	4700	https://www.ncbi.nlm.nih.gov/gene/?term=4700
ENSG00000272765	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	4700	https://www.ncbi.nlm.nih.gov/gene/?term=4700
ENSG00000273397	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	4700	https://www.ncbi.nlm.nih.gov/gene/?term=4700
ENSG00000277365	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	4700	https://www.ncbi.nlm.nih.gov/gene/?term=4700
ENSG00000281013	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	4700	https://www.ncbi.nlm.nih.gov/gene/?term=4700
ENSG00000065518	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	4710	https://www.ncbi.nlm.nih.gov/gene/?term=4710
ENSG00000158864	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	4720	https://www.ncbi.nlm.nih.gov/gene/?term=4720
ENSG00000181019	NQO1	NAD(P)H quinone dehydrogenase 1	1728	https://www.ncbi.nlm.nih.gov/gene/?term=1728
ENSG00000172939	OXSR1	oxidative stress responsive kinase 1	9943	https://www.ncbi.nlm.nih.gov/gene/?term=9943
ENSG00000107438	PDLIM1	PDZ and LIM domain 1	9124	https://www.ncbi.nlm.nih.gov/gene/?term=9124
ENSG00000067057	PFKP	phosphofructokinase, platelet	5214	https://www.ncbi.nlm.nih.gov/gene/?term=5214
ENSG00000117450	PRDX1	peroxiredoxin 1	5052	https://www.ncbi.nlm.nih.gov/gene/?term=5052
ENSG00000167815	PRDX2	peroxiredoxin 2	7001	https://www.ncbi.nlm.nih.gov/gene/?term=7001
ENSG00000123131	PRDX4	peroxiredoxin 4	10549	https://www.ncbi.nlm.nih.gov/gene/?term=10549
ENSG00000117592	PRDX6	peroxiredoxin 6	9588	https://www.ncbi.nlm.nih.gov/gene/?term=9588
ENSG00000171867	PRNP	prion protein	5621	https://www.ncbi.nlm.nih.gov/gene/?term=5621
ENSG00000064932	SBNO2	strawberry notch homolog 2	22904	https://www.ncbi.nlm.nih.gov/gene/?term=22904
ENSG00000278788	SBNO2	strawberry notch homolog 2	22904	https://www.ncbi.nlm.nih.gov/gene/?term=22904
ENSG00000156304	SCAF4	SR-related CTD associated factor 4	57466	https://www.ncbi.nlm.nih.gov/gene/?term=57466
ENSG00000142168	SOD1	superoxide dismutase 1	6647	https://www.ncbi.nlm.nih.gov/gene/?term=6647
ENSG00000112096	SOD2	superoxide dismutase 2	6648	https://www.ncbi.nlm.nih.gov/gene/?term=6648
ENSG00000271303	SRXN1	sulfiredoxin 1	140809	https://www.ncbi.nlm.nih.gov/gene/?term=140809
ENSG00000115694	STK25	serine/threonine kinase 25	10494	https://www.ncbi.nlm.nih.gov/gene/?term=10494
ENSG00000136810	TXN	thioredoxin	7295	https://www.ncbi.nlm.nih.gov/gene/?term=7295
ENSG00000198431	TXNRD1	thioredoxin reductase 1	7296	https://www.ncbi.nlm.nih.gov/gene/?term=7296
ENSG00000184470	TXNRD2	thioredoxin reductase 2	10587	https://www.ncbi.nlm.nih.gov/gene/?term=10587
