userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000143632	ACTA1	actin alpha 1, skeletal muscle	58	https://www.ncbi.nlm.nih.gov/gene/?term=58
ENSG00000075624	ACTB	actin beta	60	https://www.ncbi.nlm.nih.gov/gene/?term=60
ENSG00000159251	ACTC1	actin alpha cardiac muscle 1	70	https://www.ncbi.nlm.nih.gov/gene/?term=70
ENSG00000184009	ACTG1	actin gamma 1	71	https://www.ncbi.nlm.nih.gov/gene/?term=71
ENSG00000163017	ACTG2	actin gamma 2, smooth muscle	72	https://www.ncbi.nlm.nih.gov/gene/?term=72
ENSG00000072110	ACTN1	actinin alpha 1	87	https://www.ncbi.nlm.nih.gov/gene/?term=87
ENSG00000077522	ACTN2	actinin alpha 2	88	https://www.ncbi.nlm.nih.gov/gene/?term=88
ENSG00000248746	ACTN3	actinin alpha 3 (gene/pseudogene)	89	https://www.ncbi.nlm.nih.gov/gene/?term=89
ENSG00000130402	ACTN4	actinin alpha 4	81	https://www.ncbi.nlm.nih.gov/gene/?term=81
ENSG00000282844	ACTN4	actinin alpha 4	81	https://www.ncbi.nlm.nih.gov/gene/?term=81
ENSG00000143537	ADAM15	ADAM metallopeptidase domain 15	8751	https://www.ncbi.nlm.nih.gov/gene/?term=8751
ENSG00000114948	ADAM23	ADAM metallopeptidase domain 23	8745	https://www.ncbi.nlm.nih.gov/gene/?term=8745
ENSG00000168615	ADAM9	ADAM metallopeptidase domain 9	8754	https://www.ncbi.nlm.nih.gov/gene/?term=8754
ENSG00000282230	ADAM9	ADAM metallopeptidase domain 9	8754	https://www.ncbi.nlm.nih.gov/gene/?term=8754
ENSG00000154736	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	11096	https://www.ncbi.nlm.nih.gov/gene/?term=11096
ENSG00000170214	ADRA1B	adrenoceptor alpha 1B	147	https://www.ncbi.nlm.nih.gov/gene/?term=147
ENSG00000105221	AKT2	AKT serine/threonine kinase 2	208	https://www.ncbi.nlm.nih.gov/gene/?term=208
ENSG00000117020	AKT3	AKT serine/threonine kinase 3	10000	https://www.ncbi.nlm.nih.gov/gene/?term=10000
ENSG00000275199	AKT3	AKT serine/threonine kinase 3	10000	https://www.ncbi.nlm.nih.gov/gene/?term=10000
ENSG00000179593	ALOX15B	arachidonate 15-lipoxygenase, type B	247	https://www.ncbi.nlm.nih.gov/gene/?term=247
ENSG00000104899	AMH	anti-Mullerian hormone	268	https://www.ncbi.nlm.nih.gov/gene/?term=268
ENSG00000181754	AMIGO1	adhesion molecule with Ig like domain 1	57463	https://www.ncbi.nlm.nih.gov/gene/?term=57463
