userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000148926	ADM	adrenomedullin	133	https://www.ncbi.nlm.nih.gov/gene/?term=133
ENSG00000170425	ADORA2B	adenosine A2b receptor	136	https://www.ncbi.nlm.nih.gov/gene/?term=136
ENSG00000162433	AK4	adenylate kinase 4	205	https://www.ncbi.nlm.nih.gov/gene/?term=205
ENSG00000131016	AKAP12	A-kinase anchoring protein 12	9590	https://www.ncbi.nlm.nih.gov/gene/?term=9590
ENSG00000149925	ALDOA	aldolase, fructose-bisphosphate A	226	https://www.ncbi.nlm.nih.gov/gene/?term=226
ENSG00000136872	ALDOB	aldolase, fructose-bisphosphate B	229	https://www.ncbi.nlm.nih.gov/gene/?term=229
ENSG00000109107	ALDOC	aldolase, fructose-bisphosphate C	230	https://www.ncbi.nlm.nih.gov/gene/?term=230
ENSG00000133805	AMPD3	adenosine monophosphate deaminase 3	272	https://www.ncbi.nlm.nih.gov/gene/?term=272
ENSG00000167772	ANGPTL4	angiopoietin like 4	51129	https://www.ncbi.nlm.nih.gov/gene/?term=51129
ENSG00000163516	ANKZF1	ankyrin repeat and zinc finger domain containing 1	55139	https://www.ncbi.nlm.nih.gov/gene/?term=55139
ENSG00000182718	ANXA2	annexin A2	302	https://www.ncbi.nlm.nih.gov/gene/?term=302
ENSG00000162772	ATF3	activating transcription factor 3	467	https://www.ncbi.nlm.nih.gov/gene/?term=467
ENSG00000165240	ATP7A	ATPase copper transporting alpha	538	https://www.ncbi.nlm.nih.gov/gene/?term=538
ENSG00000176022	B3GALT6	beta-1,3-galactosyltransferase 6	126792	https://www.ncbi.nlm.nih.gov/gene/?term=126792
ENSG00000167080	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2	124872	https://www.ncbi.nlm.nih.gov/gene/?term=124872
ENSG00000132692	BCAN	brevican	63827	https://www.ncbi.nlm.nih.gov/gene/?term=63827
ENSG00000171791	BCL2	BCL2, apoptosis regulator	596	https://www.ncbi.nlm.nih.gov/gene/?term=596
ENSG00000182492	BGN	biglycan	633	https://www.ncbi.nlm.nih.gov/gene/?term=633
ENSG00000134107	BHLHE40	basic helix-loop-helix family member e40	8553	https://www.ncbi.nlm.nih.gov/gene/?term=8553
ENSG00000104765	BNIP3L	BCL2 interacting protein 3 like	665	https://www.ncbi.nlm.nih.gov/gene/?term=665
ENSG00000102239	BRS3	bombesin receptor subtype 3	680	https://www.ncbi.nlm.nih.gov/gene/?term=680
ENSG00000133639	BTG1	BTG anti-proliferation factor 1	694	https://www.ncbi.nlm.nih.gov/gene/?term=694
ENSG00000074410	CA12	carbonic anhydrase 12	771	https://www.ncbi.nlm.nih.gov/gene/?term=771
ENSG00000138794	CASP6	caspase 6	839	https://www.ncbi.nlm.nih.gov/gene/?term=839
ENSG00000105974	CAV1	caveolin 1	857	https://www.ncbi.nlm.nih.gov/gene/?term=857
ENSG00000138764	CCNG2	cyclin G2	901	https://www.ncbi.nlm.nih.gov/gene/?term=901
ENSG00000124762	CDKN1A	cyclin dependent kinase inhibitor 1A	1026	https://www.ncbi.nlm.nih.gov/gene/?term=1026
ENSG00000111276	CDKN1B	cyclin dependent kinase inhibitor 1B	1027	https://www.ncbi.nlm.nih.gov/gene/?term=1027
ENSG00000129757	CDKN1C	cyclin dependent kinase inhibitor 1C	1028	https://www.ncbi.nlm.nih.gov/gene/?term=1028
ENSG00000273707	CDKN1C	cyclin dependent kinase inhibitor 1C	1028	https://www.ncbi.nlm.nih.gov/gene/?term=1028
ENSG00000175040	CHST2	carbohydrate sulfotransferase 2	9435	https://www.ncbi.nlm.nih.gov/gene/?term=9435
ENSG00000122863	CHST3	carbohydrate sulfotransferase 3	9469	https://www.ncbi.nlm.nih.gov/gene/?term=9469
ENSG00000164442	CITED2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	10370	https://www.ncbi.nlm.nih.gov/gene/?term=10370
ENSG00000130635	COL5A1	collagen type V alpha 1 chain	1289	https://www.ncbi.nlm.nih.gov/gene/?term=1289
ENSG00000047457	CP	ceruloplasmin	1356	https://www.ncbi.nlm.nih.gov/gene/?term=1356
ENSG00000175183	CSRP2	cysteine and glycine rich protein 2	1466	https://www.ncbi.nlm.nih.gov/gene/?term=1466
ENSG00000118523	CCN2	cellular communication network factor 2	1490	https://www.ncbi.nlm.nih.gov/gene/?term=1490
