userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000183044	ABAT	4-aminobutyrate aminotransferase	18	https://www.ncbi.nlm.nih.gov/gene/?term=18
ENSG00000167972	ABCA3	ATP binding cassette subfamily A member 3	21	https://www.ncbi.nlm.nih.gov/gene/?term=21
ENSG00000140526	ABHD2	abhydrolase domain containing 2	11057	https://www.ncbi.nlm.nih.gov/gene/?term=11057
ENSG00000099204	ABLIM1	actin binding LIM protein 1	3983	https://www.ncbi.nlm.nih.gov/gene/?term=3983
ENSG00000164742	ADCY1	adenylate cyclase 1	107	https://www.ncbi.nlm.nih.gov/gene/?term=107
ENSG00000162104	ADCY9	adenylate cyclase 9	115	https://www.ncbi.nlm.nih.gov/gene/?term=115
ENSG00000148700	ADD3	adducin 3	120	https://www.ncbi.nlm.nih.gov/gene/?term=120
ENSG00000172493	AFF1	AF4/FMR2 family member 1	4299	https://www.ncbi.nlm.nih.gov/gene/?term=4299
ENSG00000121057	AKAP1	A-kinase anchoring protein 1	8165	https://www.ncbi.nlm.nih.gov/gene/?term=8165
ENSG00000006534	ALDH3B1	aldehyde dehydrogenase 3 family member B1	221	https://www.ncbi.nlm.nih.gov/gene/?term=221
ENSG00000159461	AMFR	autocrine motility factor receptor	267	https://www.ncbi.nlm.nih.gov/gene/?term=267
ENSG00000143412	ANXA9	annexin A9	8416	https://www.ncbi.nlm.nih.gov/gene/?term=8416
ENSG00000165272	AQP3	aquaporin 3 (Gill blood group)	360	https://www.ncbi.nlm.nih.gov/gene/?term=360
ENSG00000169083	AR	androgen receptor	367	https://www.ncbi.nlm.nih.gov/gene/?term=367
ENSG00000109321	AREG	amphiregulin	374	https://www.ncbi.nlm.nih.gov/gene/?term=374
ENSG00000138175	ARL3	ADP ribosylation factor like GTPase 3	403	https://www.ncbi.nlm.nih.gov/gene/?term=403
ENSG00000196372	ASB13	ankyrin repeat and SOCS box containing 13	79754	https://www.ncbi.nlm.nih.gov/gene/?term=79754
ENSG00000086062	B4GALT1	beta-1,4-galactosyltransferase 1	2683	https://www.ncbi.nlm.nih.gov/gene/?term=2683
ENSG00000107262	BAG1	BCL2 associated athanogene 1	573	https://www.ncbi.nlm.nih.gov/gene/?term=573
ENSG00000127152	BCL11B	BCL11B, BAF complex component	64919	https://www.ncbi.nlm.nih.gov/gene/?term=64919
ENSG00000171791	BCL2	BCL2, apoptosis regulator	596	https://www.ncbi.nlm.nih.gov/gene/?term=596
ENSG00000134107	BHLHE40	basic helix-loop-helix family member e40	8553	https://www.ncbi.nlm.nih.gov/gene/?term=8553
ENSG00000090013	BLVRB	biliverdin reductase B	645	https://www.ncbi.nlm.nih.gov/gene/?term=645
ENSG00000074410	CA12	carbonic anhydrase 12	771	https://www.ncbi.nlm.nih.gov/gene/?term=771
ENSG00000172137	CALB2	calbindin 2	794	https://www.ncbi.nlm.nih.gov/gene/?term=794
ENSG00000282830	CALB2	calbindin 2	794	https://www.ncbi.nlm.nih.gov/gene/?term=794
ENSG00000004948	CALCR	calcitonin receptor	799	https://www.ncbi.nlm.nih.gov/gene/?term=799
ENSG00000171302	CANT1	calcium activated nucleotidase 1	124583	https://www.ncbi.nlm.nih.gov/gene/?term=124583
ENSG00000129993	CBFA2T3	CBFA2/RUNX1 translocation partner 3	863	https://www.ncbi.nlm.nih.gov/gene/?term=863
ENSG00000110092	CCND1	cyclin D1	595	https://www.ncbi.nlm.nih.gov/gene/?term=595
ENSG00000026508	CD44	CD44 molecule (Indian blood group)	960	https://www.ncbi.nlm.nih.gov/gene/?term=960
ENSG00000075275	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	9620	https://www.ncbi.nlm.nih.gov/gene/?term=9620
ENSG00000143126	CELSR2	cadherin EGF LAG seven-pass G-type receptor 2	1952	https://www.ncbi.nlm.nih.gov/gene/?term=1952
ENSG00000111666	CHPT1	choline phosphotransferase 1	56994	https://www.ncbi.nlm.nih.gov/gene/?term=56994
ENSG00000114737	CISH	cytokine inducible SH2 containing protein	1154	https://www.ncbi.nlm.nih.gov/gene/?term=1154
ENSG00000181885	CLDN7	claudin 7	1366	https://www.ncbi.nlm.nih.gov/gene/?term=1366
ENSG00000169583	CLIC3	chloride intracellular channel 3	9022	https://www.ncbi.nlm.nih.gov/gene/?term=9022
ENSG00000107562	CXCL12	C-X-C motif chemokine ligand 12	6387	https://www.ncbi.nlm.nih.gov/gene/?term=6387
ENSG00000003137	CYP26B1	cytochrome P450 family 26 subfamily B member 1	56603	https://www.ncbi.nlm.nih.gov/gene/?term=56603
ENSG00000155792	DEPTOR	DEP domain containing MTOR interacting protein	64798	https://www.ncbi.nlm.nih.gov/gene/?term=64798
ENSG00000172893	DHCR7	7-dehydrocholesterol reductase	1717	https://www.ncbi.nlm.nih.gov/gene/?term=1717
ENSG00000100867	DHRS2	dehydrogenase/reductase 2	10202	https://www.ncbi.nlm.nih.gov/gene/?term=10202
ENSG00000162496	DHRS3	dehydrogenase/reductase 3	9249	https://www.ncbi.nlm.nih.gov/gene/?term=9249
ENSG00000164741	DLC1	DLC1 Rho GTPase activating protein	10395	https://www.ncbi.nlm.nih.gov/gene/?term=10395
ENSG00000165169	DYNLT3	dynein light chain Tctex-type 3	6990	https://www.ncbi.nlm.nih.gov/gene/?term=6990
ENSG00000179388	EGR3	early growth response 3	1960	https://www.ncbi.nlm.nih.gov/gene/?term=1960
ENSG00000120690	ELF1	E74 like ETS transcription factor 1	1997	https://www.ncbi.nlm.nih.gov/gene/?term=1997
ENSG00000163435	ELF3	E74 like ETS transcription factor 3	1999	https://www.ncbi.nlm.nih.gov/gene/?term=1999
ENSG00000197977	ELOVL2	ELOVL fatty acid elongase 2	54898	https://www.ncbi.nlm.nih.gov/gene/?term=54898
ENSG00000012660	ELOVL5	ELOVL fatty acid elongase 5	60481	https://www.ncbi.nlm.nih.gov/gene/?term=60481
ENSG00000149218	ENDOD1	endonuclease domain containing 1	23052	https://www.ncbi.nlm.nih.gov/gene/?term=23052
ENSG00000103067	ESRP2	epithelial splicing regulatory protein 2	80004	https://www.ncbi.nlm.nih.gov/gene/?term=80004
ENSG00000167106	FAM102A	family with sequence similarity 102 member A	399665	https://www.ncbi.nlm.nih.gov/gene/?term=399665
ENSG00000154153	RETREG1	reticulophagy regulator 1	54463	https://www.ncbi.nlm.nih.gov/gene/?term=54463
ENSG00000143409	MINDY1	MINDY lysine 48 deubiquitinase 1	55793	https://www.ncbi.nlm.nih.gov/gene/?term=55793
ENSG00000152767	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	10160	https://www.ncbi.nlm.nih.gov/gene/?term=10160
ENSG00000169710	FASN	fatty acid synthase	2194	https://www.ncbi.nlm.nih.gov/gene/?term=2194
ENSG00000079459	FDFT1	farnesyl-diphosphate farnesyltransferase 1	2222	https://www.ncbi.nlm.nih.gov/gene/?term=2222
ENSG00000115641	FHL2	four and a half LIM domains 2	2274	https://www.ncbi.nlm.nih.gov/gene/?term=2274
ENSG00000004478	FKBP4	FKBP prolyl isomerase 4	2288	https://www.ncbi.nlm.nih.gov/gene/?term=2288
ENSG00000096060	FKBP5	FKBP prolyl isomerase 5	2289	https://www.ncbi.nlm.nih.gov/gene/?term=2289
ENSG00000136068	FLNB	filamin B	2317	https://www.ncbi.nlm.nih.gov/gene/?term=2317
ENSG00000170345	FOS	Fos proto-oncogene, AP-1 transcription factor subunit	2353	https://www.ncbi.nlm.nih.gov/gene/?term=2353
ENSG00000054598	FOXC1	forkhead box C1	2296	https://www.ncbi.nlm.nih.gov/gene/?term=2296
ENSG00000111816	FRK	fyn related Src family tyrosine kinase	2444	https://www.ncbi.nlm.nih.gov/gene/?term=2444
ENSG00000033327	GAB2	GRB2 associated binding protein 2	9846	https://www.ncbi.nlm.nih.gov/gene/?term=9846
ENSG00000151892	GFRA1	GDNF family receptor alpha 1	2674	https://www.ncbi.nlm.nih.gov/gene/?term=2674
ENSG00000152661	GJA1	gap junction protein alpha 1	2697	https://www.ncbi.nlm.nih.gov/gene/?term=2697
ENSG00000102393	GLA	galactosidase alpha	2717	https://www.ncbi.nlm.nih.gov/gene/?term=2717
ENSG00000196208	GREB1	growth regulating estrogen receptor binding 1	9687	https://www.ncbi.nlm.nih.gov/gene/?term=9687
ENSG00000114315	HES1	hes family bHLH transcription factor 1	3280	https://www.ncbi.nlm.nih.gov/gene/?term=3280
ENSG00000168453	HR	HR, lysine demethylase and nuclear receptor corepressor	55806	https://www.ncbi.nlm.nih.gov/gene/?term=55806
ENSG00000152137	HSPB8	heat shock protein family B (small) member 8	26353	https://www.ncbi.nlm.nih.gov/gene/?term=26353
ENSG00000140443	IGF1R	insulin like growth factor 1 receptor	3480	https://www.ncbi.nlm.nih.gov/gene/?term=3480
ENSG00000141753	IGFBP4	insulin like growth factor binding protein 4	3487	https://www.ncbi.nlm.nih.gov/gene/?term=3487
ENSG00000056736	IL17RB	interleukin 17 receptor B	55540	https://www.ncbi.nlm.nih.gov/gene/?term=55540
ENSG00000134352	IL6ST	interleukin 6 signal transducer	3572	https://www.ncbi.nlm.nih.gov/gene/?term=3572
ENSG00000163083	INHBB	inhibin subunit beta B	3625	https://www.ncbi.nlm.nih.gov/gene/?term=3625
ENSG00000198825	INPP5F	inositol polyphosphate-5-phosphatase F	22876	https://www.ncbi.nlm.nih.gov/gene/?term=22876
ENSG00000143319	ISG20L2	interferon stimulated exonuclease gene 20 like 2	81875	https://www.ncbi.nlm.nih.gov/gene/?term=81875
ENSG00000100605	ITPK1	inositol-tetrakisphosphate 1-kinase	3705	https://www.ncbi.nlm.nih.gov/gene/?term=3705
ENSG00000274958	ITPK1	inositol-tetrakisphosphate 1-kinase	3705	https://www.ncbi.nlm.nih.gov/gene/?term=3705
ENSG00000096968	JAK2	Janus kinase 2	3717	https://www.ncbi.nlm.nih.gov/gene/?term=3717
ENSG00000189337	KAZN	kazrin, periplakin interacting protein	23254	https://www.ncbi.nlm.nih.gov/gene/?term=23254
ENSG00000124249	KCNK15	potassium two pore domain channel subfamily K member 15	60598	https://www.ncbi.nlm.nih.gov/gene/?term=60598
ENSG00000164626	KCNK5	potassium two pore domain channel subfamily K member 5	8645	https://www.ncbi.nlm.nih.gov/gene/?term=8645
ENSG00000127663	KDM4B	lysine demethylase 4B	23030	https://www.ncbi.nlm.nih.gov/gene/?term=23030
ENSG00000155090	KLF10	Kruppel like factor 10	7071	https://www.ncbi.nlm.nih.gov/gene/?term=7071
ENSG00000136826	KLF4	Kruppel like factor 4	9314	https://www.ncbi.nlm.nih.gov/gene/?term=9314
