userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000164163	ABCE1	ATP binding cassette subfamily E member 1	6059	https://www.ncbi.nlm.nih.gov/gene/?term=6059
ENSG00000143727	ACP1	acid phosphatase 1	52	https://www.ncbi.nlm.nih.gov/gene/?term=52
ENSG00000106305	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	7965	https://www.ncbi.nlm.nih.gov/gene/?term=7965
ENSG00000177879	AP3S1	adaptor related protein complex 3 subunit sigma 1	1176	https://www.ncbi.nlm.nih.gov/gene/?term=1176
ENSG00000100823	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1	328	https://www.ncbi.nlm.nih.gov/gene/?term=328
ENSG00000154473	BUB3	BUB3, mitotic checkpoint protein	9184	https://www.ncbi.nlm.nih.gov/gene/?term=9184
ENSG00000108561	C1QBP	complement C1q binding protein	708	https://www.ncbi.nlm.nih.gov/gene/?term=708
ENSG00000084774	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	790	https://www.ncbi.nlm.nih.gov/gene/?term=790
ENSG00000127022	CANX	calnexin	821	https://www.ncbi.nlm.nih.gov/gene/?term=821
ENSG00000122565	CBX3	chromobox 3	11335	https://www.ncbi.nlm.nih.gov/gene/?term=11335
ENSG00000145386	CCNA2	cyclin A2	890	https://www.ncbi.nlm.nih.gov/gene/?term=890
ENSG00000166226	CCT2	chaperonin containing TCP1 subunit 2	10576	https://www.ncbi.nlm.nih.gov/gene/?term=10576
ENSG00000163468	CCT3	chaperonin containing TCP1 subunit 3	7203	https://www.ncbi.nlm.nih.gov/gene/?term=7203
ENSG00000115484	CCT4	chaperonin containing TCP1 subunit 4	10575	https://www.ncbi.nlm.nih.gov/gene/?term=10575
ENSG00000150753	CCT5	chaperonin containing TCP1 subunit 5	22948	https://www.ncbi.nlm.nih.gov/gene/?term=22948
ENSG00000135624	CCT7	chaperonin containing TCP1 subunit 7	10574	https://www.ncbi.nlm.nih.gov/gene/?term=10574
ENSG00000117399	CDC20	cell division cycle 20	991	https://www.ncbi.nlm.nih.gov/gene/?term=991
ENSG00000093009	CDC45	cell division cycle 45	8318	https://www.ncbi.nlm.nih.gov/gene/?term=8318
ENSG00000123374	CDK2	cyclin dependent kinase 2	1017	https://www.ncbi.nlm.nih.gov/gene/?term=1017
ENSG00000135446	CDK4	cyclin dependent kinase 4	1019	https://www.ncbi.nlm.nih.gov/gene/?term=1019
ENSG00000074201	CLNS1A	chloride nucleotide-sensitive channel 1A	1207	https://www.ncbi.nlm.nih.gov/gene/?term=1207
ENSG00000169714	CNBP	CCHC-type zinc finger nucleic acid binding protein	7555	https://www.ncbi.nlm.nih.gov/gene/?term=7555
ENSG00000121022	COPS5	COP9 signalosome subunit 5	10987	https://www.ncbi.nlm.nih.gov/gene/?term=10987
ENSG00000178741	COX5A	cytochrome c oxidase subunit 5A	9377	https://www.ncbi.nlm.nih.gov/gene/?term=9377
ENSG00000101811	CSTF2	cleavage stimulation factor subunit 2	1478	https://www.ncbi.nlm.nih.gov/gene/?term=1478
ENSG00000055130	CUL1	cullin 1	8454	https://www.ncbi.nlm.nih.gov/gene/?term=8454
ENSG00000179091	CYC1	cytochrome c1	1537	https://www.ncbi.nlm.nih.gov/gene/?term=1537
ENSG00000088205	DDX18	DEAD-box helicase 18	8886	https://www.ncbi.nlm.nih.gov/gene/?term=8886
ENSG00000165732	DDX21	DExD-box helicase 21	9188	https://www.ncbi.nlm.nih.gov/gene/?term=9188
ENSG00000124795	DEK	DEK proto-oncogene	7913	https://www.ncbi.nlm.nih.gov/gene/?term=7913
ENSG00000109606	DHX15	DEAH-box helicase 15	1665	https://www.ncbi.nlm.nih.gov/gene/?term=1665
ENSG00000128951	DUT	deoxyuridine triphosphatase	1854	https://www.ncbi.nlm.nih.gov/gene/?term=1854
ENSG00000114942	EEF1B2	eukaryotic translation elongation factor 1 beta 2	1933	https://www.ncbi.nlm.nih.gov/gene/?term=1933
ENSG00000283391	EEF1B2	eukaryotic translation elongation factor 1 beta 2	1933	https://www.ncbi.nlm.nih.gov/gene/?term=1933
ENSG00000173674	EIF1AX	eukaryotic translation initiation factor 1A X-linked	1964	https://www.ncbi.nlm.nih.gov/gene/?term=1964
ENSG00000134001	EIF2S1	eukaryotic translation initiation factor 2 subunit alpha	1965	https://www.ncbi.nlm.nih.gov/gene/?term=1965
ENSG00000125977	EIF2S2	eukaryotic translation initiation factor 2 subunit beta	8894	https://www.ncbi.nlm.nih.gov/gene/?term=8894
ENSG00000106263	EIF3B	eukaryotic translation initiation factor 3 subunit B	8662	https://www.ncbi.nlm.nih.gov/gene/?term=8662
ENSG00000100353	EIF3D	eukaryotic translation initiation factor 3 subunit D	8664	https://www.ncbi.nlm.nih.gov/gene/?term=8664
ENSG00000104131	EIF3J	eukaryotic translation initiation factor 3 subunit J	8669	https://www.ncbi.nlm.nih.gov/gene/?term=8669
ENSG00000161960	EIF4A1	eukaryotic translation initiation factor 4A1	1973	https://www.ncbi.nlm.nih.gov/gene/?term=1973
ENSG00000151247	EIF4E	eukaryotic translation initiation factor 4E	1977	https://www.ncbi.nlm.nih.gov/gene/?term=1977
ENSG00000110321	EIF4G2	eukaryotic translation initiation factor 4 gamma 2	1982	https://www.ncbi.nlm.nih.gov/gene/?term=1982
ENSG00000106682	EIF4H	eukaryotic translation initiation factor 4H	7458	https://www.ncbi.nlm.nih.gov/gene/?term=7458
ENSG00000136628	EPRS	glutamyl-prolyl-tRNA synthetase	2058	https://www.ncbi.nlm.nih.gov/gene/?term=2058
ENSG00000100632	ERH	ERH, mRNA splicing and mitosis factor	2079	https://www.ncbi.nlm.nih.gov/gene/?term=2079
ENSG00000120705	ETF1	eukaryotic translation termination factor 1	2107	https://www.ncbi.nlm.nih.gov/gene/?term=2107
ENSG00000075914	EXOSC7	exosome component 7	23016	https://www.ncbi.nlm.nih.gov/gene/?term=23016
ENSG00000048828	FAM120A	family with sequence similarity 120A	23196	https://www.ncbi.nlm.nih.gov/gene/?term=23196
ENSG00000105202	FBL	fibrillarin	2091	https://www.ncbi.nlm.nih.gov/gene/?term=2091
ENSG00000280548	FBL	fibrillarin	2091	https://www.ncbi.nlm.nih.gov/gene/?term=2091
ENSG00000145907	G3BP1	G3BP stress granule assembly factor 1	10146	https://www.ncbi.nlm.nih.gov/gene/?term=10146
ENSG00000124767	GLO1	glyoxalase I	2739	https://www.ncbi.nlm.nih.gov/gene/?term=2739
ENSG00000163938	GNL3	G protein nucleolar 3	26354	https://www.ncbi.nlm.nih.gov/gene/?term=26354
ENSG00000125166	GOT2	glutamic-oxaloacetic transaminase 2	2806	https://www.ncbi.nlm.nih.gov/gene/?term=2806
ENSG00000103342	GSPT1	G1 to S phase transition 1	2935	https://www.ncbi.nlm.nih.gov/gene/?term=2935
ENSG00000164032	H2AFZ	H2A histone family member Z	3015	https://www.ncbi.nlm.nih.gov/gene/?term=3015
ENSG00000196591	HDAC2	histone deacetylase 2	3066	https://www.ncbi.nlm.nih.gov/gene/?term=3066
ENSG00000111906	HDDC2	HD domain containing 2	51020	https://www.ncbi.nlm.nih.gov/gene/?term=51020
ENSG00000143321	HDGF	heparin binding growth factor	3068	https://www.ncbi.nlm.nih.gov/gene/?term=3068
ENSG00000135486	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	3178	https://www.ncbi.nlm.nih.gov/gene/?term=3178
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	3181	https://www.ncbi.nlm.nih.gov/gene/?term=3181
ENSG00000170144	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3	220988	https://www.ncbi.nlm.nih.gov/gene/?term=220988
ENSG00000092199	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)	3183	https://www.ncbi.nlm.nih.gov/gene/?term=3183
ENSG00000138668	HNRNPD	heterogeneous nuclear ribonucleoprotein D	3184	https://www.ncbi.nlm.nih.gov/gene/?term=3184
ENSG00000125944	HNRNPR	heterogeneous nuclear ribonucleoprotein R	10236	https://www.ncbi.nlm.nih.gov/gene/?term=10236
ENSG00000282958	HNRNPR	heterogeneous nuclear ribonucleoprotein R	10236	https://www.ncbi.nlm.nih.gov/gene/?term=10236
ENSG00000153187	HNRNPU	heterogeneous nuclear ribonucleoprotein U	3192	https://www.ncbi.nlm.nih.gov/gene/?term=3192
