userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000160710	ADAR	adenosine deaminase, RNA specific	103	https://www.ncbi.nlm.nih.gov/gene/?term=103
ENSG00000166710	B2M	beta-2-microglobulin	567	https://www.ncbi.nlm.nih.gov/gene/?term=567
ENSG00000273686	B2M	beta-2-microglobulin	567	https://www.ncbi.nlm.nih.gov/gene/?term=567
ENSG00000168062	BATF2	basic leucine zipper ATF-like transcription factor 2	116071	https://www.ncbi.nlm.nih.gov/gene/?term=116071
ENSG00000130303	BST2	bone marrow stromal cell antigen 2	684	https://www.ncbi.nlm.nih.gov/gene/?term=684
ENSG00000182326	C1S	complement C1s	716	https://www.ncbi.nlm.nih.gov/gene/?term=716
ENSG00000137752	CASP1	caspase 1	834	https://www.ncbi.nlm.nih.gov/gene/?term=834
ENSG00000064012	CASP8	caspase 8	841	https://www.ncbi.nlm.nih.gov/gene/?term=841
ENSG00000121797	CCRL2	C-C motif chemokine receptor like 2	9034	https://www.ncbi.nlm.nih.gov/gene/?term=9034
ENSG00000196776	CD47	CD47 molecule	961	https://www.ncbi.nlm.nih.gov/gene/?term=961
ENSG00000019582	CD74	CD74 molecule	972	https://www.ncbi.nlm.nih.gov/gene/?term=972
ENSG00000134326	CMPK2	cytidine/uridine monophosphate kinase 2	129607	https://www.ncbi.nlm.nih.gov/gene/?term=129607
ENSG00000173786	CNP	2',3'-cyclic nucleotide 3' phosphodiesterase	1267	https://www.ncbi.nlm.nih.gov/gene/?term=1267
ENSG00000184371	CSF1	colony stimulating factor 1	1435	https://www.ncbi.nlm.nih.gov/gene/?term=1435
ENSG00000169245	CXCL10	C-X-C motif chemokine ligand 10	3627	https://www.ncbi.nlm.nih.gov/gene/?term=3627
ENSG00000169248	CXCL11	C-X-C motif chemokine ligand 11	6373	https://www.ncbi.nlm.nih.gov/gene/?term=6373
ENSG00000137628	DDX60	DExD/H-box helicase 60	55601	https://www.ncbi.nlm.nih.gov/gene/?term=55601
ENSG00000108771	DHX58	DExH-box helicase 58	79132	https://www.ncbi.nlm.nih.gov/gene/?term=79132
ENSG00000055332	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2	5610	https://www.ncbi.nlm.nih.gov/gene/?term=5610
ENSG00000120690	ELF1	E74 like ETS transcription factor 1	1997	https://www.ncbi.nlm.nih.gov/gene/?term=1997
ENSG00000133106	EPSTI1	epithelial stromal interaction 1	94240	https://www.ncbi.nlm.nih.gov/gene/?term=94240
ENSG00000112773	TENT5A	terminal nucleotidyltransferase 5A	55603	https://www.ncbi.nlm.nih.gov/gene/?term=55603
ENSG00000162645	GBP2	guanylate binding protein 2	2634	https://www.ncbi.nlm.nih.gov/gene/?term=2634
ENSG00000162654	GBP4	guanylate binding protein 4	115361	https://www.ncbi.nlm.nih.gov/gene/?term=115361
ENSG00000137198	GMPR	guanosine monophosphate reductase	2766	https://www.ncbi.nlm.nih.gov/gene/?term=2766
ENSG00000138642	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	55008	https://www.ncbi.nlm.nih.gov/gene/?term=55008
ENSG00000204525	HLA-C	major histocompatibility complex, class I, C	3107	https://www.ncbi.nlm.nih.gov/gene/?term=3107
ENSG00000206435	HLA-C	major histocompatibility complex, class I, C	3107	https://www.ncbi.nlm.nih.gov/gene/?term=3107
ENSG00000206452	HLA-C	major histocompatibility complex, class I, C	3107	https://www.ncbi.nlm.nih.gov/gene/?term=3107
ENSG00000225691	HLA-C	major histocompatibility complex, class I, C	3107	https://www.ncbi.nlm.nih.gov/gene/?term=3107
ENSG00000228299	HLA-C	major histocompatibility complex, class I, C	3107	https://www.ncbi.nlm.nih.gov/gene/?term=3107
ENSG00000233841	HLA-C	major histocompatibility complex, class I, C	3107	https://www.ncbi.nlm.nih.gov/gene/?term=3107
ENSG00000237022	HLA-C	major histocompatibility complex, class I, C	3107	https://www.ncbi.nlm.nih.gov/gene/?term=3107
ENSG00000165949	IFI27	interferon alpha inducible protein 27	3429	https://www.ncbi.nlm.nih.gov/gene/?term=3429
ENSG00000275214	IFI27	interferon alpha inducible protein 27	3429	https://www.ncbi.nlm.nih.gov/gene/?term=3429
ENSG00000216490	IFI30	IFI30, lysosomal thiol reductase	10437	https://www.ncbi.nlm.nih.gov/gene/?term=10437
ENSG00000068079	IFI35	interferon induced protein 35	3430	https://www.ncbi.nlm.nih.gov/gene/?term=3430
ENSG00000137965	IFI44	interferon induced protein 44	10561	https://www.ncbi.nlm.nih.gov/gene/?term=10561
ENSG00000137959	IFI44L	interferon induced protein 44 like	10964	https://www.ncbi.nlm.nih.gov/gene/?term=10964
ENSG00000115267	IFIH1	interferon induced with helicase C domain 1	64135	https://www.ncbi.nlm.nih.gov/gene/?term=64135
ENSG00000119922	IFIT2	interferon induced protein with tetratricopeptide repeats 2	3433	https://www.ncbi.nlm.nih.gov/gene/?term=3433
ENSG00000119917	IFIT3	interferon induced protein with tetratricopeptide repeats 3	3437	https://www.ncbi.nlm.nih.gov/gene/?term=3437
ENSG00000185885	IFITM1	interferon induced transmembrane protein 1	8519	https://www.ncbi.nlm.nih.gov/gene/?term=8519
ENSG00000185201	IFITM2	interferon induced transmembrane protein 2	10581	https://www.ncbi.nlm.nih.gov/gene/?term=10581
ENSG00000142089	IFITM3	interferon induced transmembrane protein 3	10410	https://www.ncbi.nlm.nih.gov/gene/?term=10410
