userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000085563	ABCB1	ATP binding cassette subfamily B member 1	5243	https://www.ncbi.nlm.nih.gov/gene/?term=5243
ENSG00000159640	ACE	angiotensin I converting enzyme	1636	https://www.ncbi.nlm.nih.gov/gene/?term=1636
ENSG00000151694	ADAM17	ADAM metallopeptidase domain 17	6868	https://www.ncbi.nlm.nih.gov/gene/?term=6868
ENSG00000151651	ADAM8	ADAM metallopeptidase domain 8	101	https://www.ncbi.nlm.nih.gov/gene/?term=101
ENSG00000134028	ADAMDEC1	ADAM like decysin 1	27299	https://www.ncbi.nlm.nih.gov/gene/?term=27299
ENSG00000131016	AKAP12	A-kinase anchoring protein 12	9590	https://www.ncbi.nlm.nih.gov/gene/?term=9590
ENSG00000105221	AKT2	AKT serine/threonine kinase 2	208	https://www.ncbi.nlm.nih.gov/gene/?term=208
ENSG00000128918	ALDH1A2	aldehyde dehydrogenase 1 family member A2	8854	https://www.ncbi.nlm.nih.gov/gene/?term=8854
ENSG00000184254	ALDH1A3	aldehyde dehydrogenase 1 family member A3	220	https://www.ncbi.nlm.nih.gov/gene/?term=220
ENSG00000101935	AMMECR1	Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1	9949	https://www.ncbi.nlm.nih.gov/gene/?term=9949
ENSG00000167772	ANGPTL4	angiopoietin like 4	51129	https://www.ncbi.nlm.nih.gov/gene/?term=51129
ENSG00000154122	ANKH	ANKH inorganic pyrophosphate transport regulator	56172	https://www.ncbi.nlm.nih.gov/gene/?term=56172
ENSG00000131620	ANO1	anoctamin 1	55107	https://www.ncbi.nlm.nih.gov/gene/?term=55107
ENSG00000109511	ANXA10	annexin A10	11199	https://www.ncbi.nlm.nih.gov/gene/?term=11199
ENSG00000189058	APOD	apolipoprotein D	347	https://www.ncbi.nlm.nih.gov/gene/?term=347
ENSG00000118520	ARG1	arginase 1	383	https://www.ncbi.nlm.nih.gov/gene/?term=383
ENSG00000152348	ATG10	autophagy related 10	83734	https://www.ncbi.nlm.nih.gov/gene/?term=83734
ENSG00000105778	AVL9	AVL9 cell migration associated	23080	https://www.ncbi.nlm.nih.gov/gene/?term=23080
ENSG00000023445	BIRC3	baculoviral IAP repeat containing 3	330	https://www.ncbi.nlm.nih.gov/gene/?term=330
ENSG00000125845	BMP2	bone morphogenetic protein 2	650	https://www.ncbi.nlm.nih.gov/gene/?term=650
ENSG00000172331	BPGM	bisphosphoglycerate mutase	669	https://www.ncbi.nlm.nih.gov/gene/?term=669
ENSG00000132640	BTBD3	BTB domain containing 3	22903	https://www.ncbi.nlm.nih.gov/gene/?term=22903
ENSG00000174808	BTC	betacellulin	685	https://www.ncbi.nlm.nih.gov/gene/?term=685
ENSG00000171860	C3AR1	complement C3a receptor 1	719	https://www.ncbi.nlm.nih.gov/gene/?term=719
ENSG00000104267	CA2	carbonic anhydrase 2	760	https://www.ncbi.nlm.nih.gov/gene/?term=760
ENSG00000102547	CAB39L	calcium binding protein 39 like	81617	https://www.ncbi.nlm.nih.gov/gene/?term=81617
ENSG00000110395	CBL	Cbl proto-oncogene	867	https://www.ncbi.nlm.nih.gov/gene/?term=867
ENSG00000145439	CBR4	carbonyl reductase 4	84869	https://www.ncbi.nlm.nih.gov/gene/?term=84869
ENSG00000141570	CBX8	chromobox 8	57332	https://www.ncbi.nlm.nih.gov/gene/?term=57332
ENSG00000115009	CCL20	C-C motif chemokine ligand 20	6364	https://www.ncbi.nlm.nih.gov/gene/?term=6364
ENSG00000118971	CCND2	cyclin D2	894	https://www.ncbi.nlm.nih.gov/gene/?term=894
ENSG00000104894	CD37	CD37 molecule	951	https://www.ncbi.nlm.nih.gov/gene/?term=951
ENSG00000102543	CDADC1	cytidine and dCMP deaminase domain containing 1	81602	https://www.ncbi.nlm.nih.gov/gene/?term=81602
ENSG00000204359	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000239754	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000241253	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000241534	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000242335	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000243570	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000243649	CFB	complement factor B	629	https://www.ncbi.nlm.nih.gov/gene/?term=629
ENSG00000000971	CFH	complement factor H	3075	https://www.ncbi.nlm.nih.gov/gene/?term=3075
ENSG00000080910	CFHR2	complement factor H related 2	3080	https://www.ncbi.nlm.nih.gov/gene/?term=3080
ENSG00000176194	CIDEA	cell death inducing DFFA like effector a	1149	https://www.ncbi.nlm.nih.gov/gene/?term=1149
ENSG00000111729	CLEC4A	C-type lectin domain family 4 member A	50856	https://www.ncbi.nlm.nih.gov/gene/?term=50856
ENSG00000174600	CMKLR1	chemerin chemokine-like receptor 1	1240	https://www.ncbi.nlm.nih.gov/gene/?term=1240
ENSG00000109472	CPE	carboxypeptidase E	1363	https://www.ncbi.nlm.nih.gov/gene/?term=1363
ENSG00000005469	CROT	carnitine O-octanoyltransferase	54677	https://www.ncbi.nlm.nih.gov/gene/?term=54677
ENSG00000164400	CSF2	colony stimulating factor 2	1437	https://www.ncbi.nlm.nih.gov/gene/?term=1437
ENSG00000198223	CSF2RA	colony stimulating factor 2 receptor alpha subunit	1438	https://www.ncbi.nlm.nih.gov/gene/?term=1438
ENSG00000163131	CTSS	cathepsin S	1520	https://www.ncbi.nlm.nih.gov/gene/?term=1520
ENSG00000169245	CXCL10	C-X-C motif chemokine ligand 10	3627	https://www.ncbi.nlm.nih.gov/gene/?term=3627
ENSG00000121966	CXCR4	C-X-C motif chemokine receptor 4	7852	https://www.ncbi.nlm.nih.gov/gene/?term=7852
ENSG00000057019	DCBLD2	discoidin, CUB and LCCL domain containing 2	131566	https://www.ncbi.nlm.nih.gov/gene/?term=131566
ENSG00000107554	DNMBP	dynamin binding protein	23268	https://www.ncbi.nlm.nih.gov/gene/?term=23268
