userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000087085	ACHE	acetylcholinesterase (Cartwright blood group)	43	https://www.ncbi.nlm.nih.gov/gene/?term=43
ENSG00000126016	AMOT	angiomotin	154796	https://www.ncbi.nlm.nih.gov/gene/?term=154796
ENSG00000176749	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1	8851	https://www.ncbi.nlm.nih.gov/gene/?term=8851
ENSG00000105810	CDK6	cyclin dependent kinase 6	1021	https://www.ncbi.nlm.nih.gov/gene/?term=1021
ENSG00000075275	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1	9620	https://www.ncbi.nlm.nih.gov/gene/?term=9620
ENSG00000122756	CNTFR	ciliary neurotrophic factor receptor	1271	https://www.ncbi.nlm.nih.gov/gene/?term=1271
ENSG00000072832	CRMP1	collapsin response mediator protein 1	1400	https://www.ncbi.nlm.nih.gov/gene/?term=1400
ENSG00000092964	DPYSL2	dihydropyrimidinase like 2	1808	https://www.ncbi.nlm.nih.gov/gene/?term=1808
ENSG00000111087	GLI1	GLI family zinc finger 1	2735	https://www.ncbi.nlm.nih.gov/gene/?term=2735
ENSG00000164683	HEY1	hes related family bHLH transcription factor with YRPW motif 1	23462	https://www.ncbi.nlm.nih.gov/gene/?term=23462
ENSG00000135547	HEY2	hes related family bHLH transcription factor with YRPW motif 2	23493	https://www.ncbi.nlm.nih.gov/gene/?term=23493
ENSG00000198910	L1CAM	L1 cell adhesion molecule	3897	https://www.ncbi.nlm.nih.gov/gene/?term=3897
ENSG00000198728	LDB1	LIM domain binding 1	8861	https://www.ncbi.nlm.nih.gov/gene/?term=8861
ENSG00000100345	MYH9	myosin heavy chain 9	4627	https://www.ncbi.nlm.nih.gov/gene/?term=4627
ENSG00000196712	NF1	neurofibromin 1	4763	https://www.ncbi.nlm.nih.gov/gene/?term=4763
ENSG00000163623	NKX6-1	NK6 homeobox 1	4825	https://www.ncbi.nlm.nih.gov/gene/?term=4825
ENSG00000091129	NRCAM	neuronal cell adhesion molecule	4897	https://www.ncbi.nlm.nih.gov/gene/?term=4897
ENSG00000099250	NRP1	neuropilin 1	8829	https://www.ncbi.nlm.nih.gov/gene/?term=8829
ENSG00000118257	NRP2	neuropilin 2	8828	https://www.ncbi.nlm.nih.gov/gene/?term=8828
ENSG00000079482	OPHN1	oligophrenin 1	4983	https://www.ncbi.nlm.nih.gov/gene/?term=4983
ENSG00000122194	PLG	plasminogen	5340	https://www.ncbi.nlm.nih.gov/gene/?term=5340
ENSG00000140464	PML	promyelocytic leukemia	5371	https://www.ncbi.nlm.nih.gov/gene/?term=5371
ENSG00000185920	PTCH1	patched 1	5727	https://www.ncbi.nlm.nih.gov/gene/?term=5727
ENSG00000145715	RASA1	RAS p21 protein activator 1	5921	https://www.ncbi.nlm.nih.gov/gene/?term=5921
ENSG00000139970	RTN1	reticulon 1	6252	https://www.ncbi.nlm.nih.gov/gene/?term=6252
ENSG00000171951	SCG2	secretogranin II	7857	https://www.ncbi.nlm.nih.gov/gene/?term=7857
ENSG00000164690	SHH	sonic hedgehog signaling molecule	6469	https://www.ncbi.nlm.nih.gov/gene/?term=6469
ENSG00000187122	SLIT1	slit guidance ligand 1	6585	https://www.ncbi.nlm.nih.gov/gene/?term=6585
ENSG00000154096	THY1	Thy-1 cell surface antigen	7070	https://www.ncbi.nlm.nih.gov/gene/?term=7070
ENSG00000196781	TLE1	TLE family member 1, transcriptional corepressor	7088	https://www.ncbi.nlm.nih.gov/gene/?term=7088
ENSG00000140332	TLE3	TLE family member 3, transcriptional corepressor	7090	https://www.ncbi.nlm.nih.gov/gene/?term=7090
ENSG00000182168	UNC5C	unc-5 netrin receptor C	8633	https://www.ncbi.nlm.nih.gov/gene/?term=8633
ENSG00000112715	VEGFA	vascular endothelial growth factor A	7422	https://www.ncbi.nlm.nih.gov/gene/?term=7422
ENSG00000147852	VLDLR	very low density lipoprotein receptor	7436	https://www.ncbi.nlm.nih.gov/gene/?term=7436
