userId	geneSymbol	geneName	entrezgene	gLink
ENSG00000085563	ABCB1	ATP binding cassette subfamily B member 1	5243	https://www.ncbi.nlm.nih.gov/gene/?term=5243
ENSG00000060971	ACAA1	acetyl-CoA acyltransferase 1	30	https://www.ncbi.nlm.nih.gov/gene/?term=30
ENSG00000023330	ALAS1	5'-aminolevulinate synthase 1	211	https://www.ncbi.nlm.nih.gov/gene/?term=211
ENSG00000149925	ALDOA	aldolase, fructose-bisphosphate A	226	https://www.ncbi.nlm.nih.gov/gene/?term=226
ENSG00000123505	AMD1	adenosylmethionine decarboxylase 1	262	https://www.ncbi.nlm.nih.gov/gene/?term=262
ENSG00000042753	AP2S1	adaptor related protein complex 2 subunit sigma 1	1175	https://www.ncbi.nlm.nih.gov/gene/?term=1175
ENSG00000204444	APOM	apolipoprotein M	55937	https://www.ncbi.nlm.nih.gov/gene/?term=55937
ENSG00000206409	APOM	apolipoprotein M	55937	https://www.ncbi.nlm.nih.gov/gene/?term=55937
ENSG00000224290	APOM	apolipoprotein M	55937	https://www.ncbi.nlm.nih.gov/gene/?term=55937
ENSG00000226215	APOM	apolipoprotein M	55937	https://www.ncbi.nlm.nih.gov/gene/?term=55937
ENSG00000227567	APOM	apolipoprotein M	55937	https://www.ncbi.nlm.nih.gov/gene/?term=55937
ENSG00000231974	APOM	apolipoprotein M	55937	https://www.ncbi.nlm.nih.gov/gene/?term=55937
ENSG00000235754	APOM	apolipoprotein M	55937	https://www.ncbi.nlm.nih.gov/gene/?term=55937
ENSG00000165272	AQP3	aquaporin 3 (Gill blood group)	360	https://www.ncbi.nlm.nih.gov/gene/?term=360
ENSG00000141480	ARRB2	arrestin beta 2	409	https://www.ncbi.nlm.nih.gov/gene/?term=409
ENSG00000070669	ASNS	asparagine synthetase (glutamine-hydrolyzing)	440	https://www.ncbi.nlm.nih.gov/gene/?term=440
ENSG00000162772	ATF3	activating transcription factor 3	467	https://www.ncbi.nlm.nih.gov/gene/?term=467
ENSG00000155097	ATP6V1C1	ATPase H+ transporting V1 subunit C1	528	https://www.ncbi.nlm.nih.gov/gene/?term=528
ENSG00000128524	ATP6V1F	ATPase H+ transporting V1 subunit F	9296	https://www.ncbi.nlm.nih.gov/gene/?term=9296
ENSG00000030110	BAK1	BCL2 antagonist/killer 1	578	https://www.ncbi.nlm.nih.gov/gene/?term=578
